Annuncio,Link,Marca,Modello,Modello_plus_info,Prezzo_scont,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località
"Mercedes-Benz
A 35 AMG
FULL OPTIONAL 12500KM TETTO mhev PremiumPlus4matic",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-full-optional-12500km-tetto-mhev-premiumplus4matic-elettrica-benzina-nero-c4cf281d-700e-4609-8d49-1b8ccfd065f6,Mercedes-Benz,A 35 AMG,FULL OPTIONAL 12500KM TETTO mhev PremiumPlus4matic,,€ 46.999,,,,,,Responsabile Vendite • IT-70022 Altamura - BA
"Mercedes-Benz
A 250
Classe A250 Plug-In Hybrid Advanced automatic",https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a250-plug-in-hybrid-advanced-automatic-elettrica-benzina-nero-b299bb2f-5617-4cd8-bebf-01a417a84929,Mercedes-Benz,A 250,Classe A250 Plug-In Hybrid Advanced automatic,,€ 30.000,16.000 km,Semiautomatico,10/2023,Elettrica/Benzina,120 kW (163 CV),"Privato,
IT-37054 Verona"
"Mercedes-Benz
A 200
Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-auto-benzina-f00429ee-393b-4e77-9845-173b96904071,Mercedes-Benz,A 200,Premium auto,,€ 27.800,38.000 km,Semiautomatico,06/2024,Benzina,120 kW (163 CV),"Privato,
IT-40141 Bologna"
"Mercedes-Benz
A 180
d Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-night-edition-auto-diesel-cd3cc1d8-c72b-4b4c-9fe9-5432eda6e1d7,Mercedes-Benz,A 180,d Premium Night edition auto,,€ 26.900,44.549 km,Semiautomatico,10/2021,Diesel,85 kW (116 CV),"Privato,
IT-40037 Sasso Marconi"
"Mercedes-Benz
A 200
Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-night-edition-auto-benzina-c97e4b41-1673-4ad9-9773-9af666c85c34,Mercedes-Benz,A 200,Premium Night edition auto,,€ 30.500,70.000 km,Semiautomatico,01/2021,Benzina,120 kW (163 CV),"Privato,
IT-42027 Montecchio Emilia"
"Mercedes-Benz
A 35 AMG
Race Edition 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-22ae6d45-9dee-4f1d-ac0e-fd3c74b73397,Mercedes-Benz,A 35 AMG,Race Edition 4matic auto,,€ 34.950,69.000 km,Semiautomatico,04/2022,Benzina,225 kW (306 CV),"Privato,
IT-41013 Castelfranco Emilia"
"Mercedes-Benz
A 200
d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-premium-auto-diesel-d2c1c3a7-ad88-4b0f-9448-6b1b64ef94e6,Mercedes-Benz,A 200,d Premium auto,,€ 30.000,65.000 km,Semiautomatico,02/2020,Diesel,110 kW (150 CV),"Privato,
IT-59021 prato"
"Mercedes-Benz
A 180
A 180 d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-grigio-eb091c64-7728-486c-9ffe-e909849a6f07,Mercedes-Benz,A 180,A 180 d Premium auto,,€ 23.400,43.343 km,Semiautomatico,09/2019,Diesel,85 kW (116 CV),"Privato,
IT-37122 Verona"
"Mercedes-Benz
A 220
A 220 d Premium 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-220-a-220-d-premium-4matic-auto-diesel-grigio-1576ceea-6c9b-4430-aa05-4395a635c260,Mercedes-Benz,A 220,A 220 d Premium 4matic auto,,€ 32.700,67.000 km,Automatico,02/2021,Diesel,140 kW (190 CV),"Privato,
IT-40132 Bologna"
"Mercedes-Benz
A 220
Premium 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-220-premium-4matic-auto-benzina-aa31a0de-2c14-44e2-b224-a98cdc896e09,Mercedes-Benz,A 220,Premium 4matic auto,,€ 32.500,56.000 km,Semiautomatico,03/2020,Benzina,140 kW (190 CV),"Privato,
IT-55100 Lucca"
,https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-night-edition-auto-benzina-d19a55b6-4c96-4a8d-ba42-c37e7b33de79,Mercedes-Benz,A 200,Premium Night edition auto,,€ 31.500,,,,,,"Privato,
IT-42124 Reggio Emilia"
"Mercedes-Benz
A 180
Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-premium-night-edition-auto-diesel-5503c073-1685-4c9a-8775-162f1bb0ad00,Mercedes-Benz,A 180,Premium Night edition auto,,€ 27.500,63.000 km,Semiautomatico,03/2021,Diesel,85 kW (116 CV),"Privato,
IT-41049 Sassuolo"
"Mercedes-Benz
A 180
AMG line - Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-amg-line-premium-night-edition-auto-benzina-8b1cccce-f9cf-4060-9849-ba9a93b9b0e8,Mercedes-Benz,A 180,AMG line -  Premium Night edition auto,,€ 31.000,26.308 km,Semiautomatico,05/2023,Benzina,100 kW (136 CV),"Privato,
IT-50126 Firenze"
"Mercedes-Benz
A 180
Classe A - W177 2021d Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2021d-premium-night-edition-auto-diesel-nero-1b0d0924-d54a-40d4-a15e-3e444efd3103,Mercedes-Benz,A 180,Classe A - W177 2021d Premium Night edition auto,,€ 28.000,63.609 km,Semiautomatico,02/2021,Diesel,85 kW (116 CV),"Privato,
IT-35030 Selvazzano Dentro"
"Mercedes-Benz
A 200
d Sport Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-sport-night-edition-auto-diesel-78f024bc-4000-4af9-9bd8-a3c72a786d11,Mercedes-Benz,A 200,d Sport Night edition auto,,€ 28.000,46.000 km,Semiautomatico,03/2023,Diesel,110 kW (150 CV),"Privato,
IT-44012 Bondeno"
"Mercedes-Benz
A 200
Automatic Executive",https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-executive-diesel-nero-cdff2a5f-13b7-438a-9d37-213920edfe80,Mercedes-Benz,A 200,Automatic Executive,,€ 26.800,46.248 km,Automatico,05/2021,Diesel,120 kW (163 CV),"Privato,
IT-42124 Reggio nell'Emilia"
"Mercedes-Benz
A 35 AMG
4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-auto-benzina-0e5a65aa-94b0-4297-9feb-fee1d3f61742,Mercedes-Benz,A 35 AMG,4matic auto,,€ 38.000,57.000 km,Semiautomatico,09/2022,Benzina,225 kW (306 CV),"Privato,
IT-40055 Castenaso"
"Mercedes-Benz
A 180
d Sport Light auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-light-auto-diesel-b0943151-3d46-418b-90c6-1667759fe39f,Mercedes-Benz,A 180,d Sport Light auto,,€ 24.300,53.700 km,Semiautomatico,01/2020,Diesel,85 kW (116 CV),"Privato,
IT-44042 Cento"
"Mercedes-Benz
A 180
AMG Line Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-amg-line-premium-auto-elettrica-benzina-80881649-cbc3-40cf-a71a-17351e453440,Mercedes-Benz,A 180,AMG Line Premium auto,,€ 34.900,17.420 km,Semiautomatico,09/2023,Elettrica/Benzina,100 kW (136 CV),"Privato,
IT-42124 reggio emilia"
"Mercedes-Benz
A 180
d Business auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-a53d5486-50da-4ad3-b602-94686621ee92,Mercedes-Benz,A 180,d Business auto,,€ 27.000,40.000 km,Semiautomatico,06/2020,Diesel,85 kW (116 CV),"Privato,
IT-37126 Verona"
"Mercedes-Benz
A 200
d Premium auto automatic",https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-premium-auto-automatic-diesel-79385340-cbbb-42b9-91ef-9d8cec0e5432,Mercedes-Benz,A 200,d Premium auto automatic,,€ 27.900,59.000 km,Semiautomatico,12/2019,Diesel,110 kW (150 CV),"Privato,
IT-44123 Ferrara"
"Mercedes-Benz
A 250
AMG (eq-power) Premium Plus Tagliandi Certificati",https://www.autoscout24.it/annunci/mercedes-benz-a-250-amg-eq-power-premium-plus-tagliandi-certificati-elettrica-benzina-grigio-b0d7e091-3ae6-4612-bd8a-3afed2b09fe8,Mercedes-Benz,A 250,AMG (eq-power) Premium Plus Tagliandi Certificati,,€ 28.500,68.000 km,Automatico,06/2021,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-37138 Verona"
"Mercedes-Benz
A 180
Progressive Advanced auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-progressive-advanced-auto-elettrica-benzina-194e9d0e-4f25-46a9-9903-0d4cdabb8cbf,Mercedes-Benz,A 180,Progressive Advanced auto,,€ 30.000,27.000 km,Semiautomatico,04/2023,Elettrica/Benzina,100 kW (136 CV),"Privato,
IT-36100 Vicenza"
"Mercedes-Benz
A 160
Sport",https://www.autoscout24.it/annunci/mercedes-benz-a-160-sport-benzina-b966db12-6fdf-4f52-b471-fe5d461bd12a,Mercedes-Benz,A 160,Sport,,€ 21.500,19.000 km,Manuale,03/2020,Benzina,80 kW (109 CV),"Privato,
IT-41043 Formigine"
"Mercedes-Benz
A 200
d Sport Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-sport-night-edition-auto-diesel-87622cd9-6f6e-4b1b-859f-854424e43241,Mercedes-Benz,A 200,d Sport Night edition auto,,€ 28.000,46.000 km,Semiautomatico,03/2023,Diesel,110 kW (150 CV),"Privato,
IT-44012 Bondeno"
"Mercedes-Benz
A 200
Classe+A+-+W177+2018+Edition1",https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-w177-2018-edition1-benzina-ab515398-7a71-4d95-9614-9dc5229f27de,Mercedes-Benz,A 200,Classe+A+-+W177+2018+Edition1,,€ 29.000,45.000 km,Manuale,03/2020,Benzina,120 kW (163 CV),"Privato,
IT-41027 pievepelago"
"Mercedes-Benz
A 180
A 180 Premium Night edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-premium-night-edition-auto-benzina-bianco-bd60e9b1-8bdd-4364-9646-2fe59949722c,Mercedes-Benz,A 180,A 180 Premium Night edition auto,,€ 34.900,32.000 km,Automatico,02/2021,Benzina,100 kW (136 CV),"Privato,
IT-40136 Bologna"
"Mercedes-Benz
A 180
d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-60eb059b-08f1-446a-8308-dc2c919fdde7,Mercedes-Benz,A 180,d Premium auto,,€ 26.000,70.000 km,Semiautomatico,04/2019,Diesel,85 kW (116 CV),"Privato,
IT-51100 Pistoia"
"Mercedes-Benz
A 180
d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-da39aa73-b3eb-40e8-89bd-7b5394f2b881,Mercedes-Benz,A 180,d Premium auto,,€ 28.500,62.000 km,Semiautomatico,03/2022,Diesel,85 kW (116 CV),"Privato,
IT-35100 Padova"
"Mercedes-Benz
A 35 AMG
4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-auto-benzina-8f91ab49-f587-480f-8b12-056b99332251,Mercedes-Benz,A 35 AMG,4matic auto,,€ 37.000,45.000 km,Semiautomatico,11/2019,Benzina,225 kW (306 CV),"Privato,
IT-36075 Montecchio Maggiore"
,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-premium-night-edition-auto-benzina-bianco-3a7c532d-30d3-4f80-810e-d978218d3a03,Mercedes-Benz,A 180,A 180 Premium Night edition auto,,€ 34.900,,,,,,"Privato,
IT-40136 Bologna"
"Mercedes-Benz
A 250
A250e W177 phev eq-power Premium Plus edition",https://www.autoscout24.it/annunci/mercedes-benz-a-250-a250e-w177-phev-eq-power-premium-plus-edition-elettrica-benzina-bianco-69fa8953-044f-43b7-ae47-c86b60fa7f90,Mercedes-Benz,A 250,A250e W177 phev eq-power Premium Plus edition,,€ 32.000,42.000 km,Semiautomatico,01/2021,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-51100 Pistoia"
"Mercedes-Benz
A 180
premium",https://www.autoscout24.it/annunci/mercedes-benz-a-180-premium-diesel-grigio-a5d674d7-b8c5-42b8-8aab-1cf393caf0cf,Mercedes-Benz,A 180,premium,,€ 28.000,55.000 km,Semiautomatico,09/2022,Diesel,85 kW (116 CV),"Privato,
IT-45012 Ariano nel Polesine"
"Mercedes-Benz
A 250
e phev (eq-power) Premium Night edition amg line",https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-phev-eq-power-premium-night-edition-amg-line-elettrica-benzina-06b0bad4-1dda-429d-9997-c41da5c7e39e,Mercedes-Benz,A 250,e phev (eq-power) Premium Night edition amg line,,€ 33.000,52.300 km,Semiautomatico,07/2021,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-45021 Badia Polesine"
"Mercedes-Benz
A 35 AMG
Race Edition 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-a91452cd-1373-4248-a7c6-4762b99b1ff1,Mercedes-Benz,A 35 AMG,Race Edition 4matic auto,,€ 35.700,68.415 km,Semiautomatico,11/2019,Benzina,225 kW (306 CV),"Privato,
IT-40129 Bologna"
"Mercedes-Benz
A 180
A 180 d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-blu-azzurro-fb3ba1cd-2ccb-43dd-b2e4-46fbb1bbe204,Mercedes-Benz,A 180,A 180 d Premium auto,,€ 26.000,63.864 km,Semiautomatico,05/2019,Diesel,85 kW (116 CV),"Privato,
IT-25019 pozzolengo"
"Mercedes-Benz
A 160
Sport",https://www.autoscout24.it/annunci/mercedes-benz-a-160-sport-benzina-d83eb525-fd4b-4751-b7a7-2c973f61510f,Mercedes-Benz,A 160,Sport,,€ 21.000,59.300 km,Manuale,03/2022,Benzina,75 kW (102 CV),"Privato,
IT-50126 firenze"
"Mercedes-Benz
A 35 AMG
A AMG 35 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-4matic-auto-benzina-nero-498107f8-eeb6-4874-a255-cb0684fcfc7a,Mercedes-Benz,A 35 AMG,A AMG 35 4matic auto,,€ 36.000,70.000 km,Semiautomatico,05/2021,Benzina,225 kW (306 CV),"Privato,
IT-55011 Altopascio"
"Mercedes-Benz
A 180
Classe A - W177 2018 d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-premium-auto-diesel-grigio-ca01cb97-34fc-4094-86d1-667e3573a308,Mercedes-Benz,A 180,Classe A - W177 2018 d Premium auto,,€ 26.000,67.000 km,Semiautomatico,10/2019,Diesel,85 kW (116 CV),"Privato,
IT-37042 caldiero"
"Mercedes-Benz
A 200
Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-auto-benzina-91b9e70e-7984-46aa-9c07-711b612e3461,Mercedes-Benz,A 200,Premium auto,,€ 27.000,42.000 km,Semiautomatico,11/2020,Benzina,120 kW (163 CV),"Privato,
IT-42010 Rio Saliceto"
"Mercedes-Benz
A 180
d Executive auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-executive-auto-diesel-6f8e5864-26bd-4cad-b752-f47d81a396dc,Mercedes-Benz,A 180,d Executive auto,,€ 23.000,70.000 km,Automatico,04/2021,Diesel,85 kW (116 CV),"Privato,
IT-40010 bentivoglio"
"Mercedes-Benz
A 220
A220d Lim. AMG LINE-Sedan",https://www.autoscout24.it/annunci/mercedes-benz-a-220-a220d-lim-amg-line-sedan-diesel-blu-azzurro-c4d62122-aca3-44cc-8790-832b300bc08e,Mercedes-Benz,A 220,A220d Lim. AMG LINE-Sedan,,€ 37.300,807 km,Automatico,12/2023,Diesel,140 kW (190 CV),"Privato,
IT-37050 Oppeano"
"Mercedes-Benz
A 180
d automatic premium Plus AMG line",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-premium-plus-amg-line-diesel-15a07e09-a6fe-46b5-aeef-b6395fb613c3,Mercedes-Benz,A 180,d automatic premium  Plus AMG line,,€ 31.000,67.000 km,Semiautomatico,05/2022,Diesel,85 kW (116 CV),"Privato,
IT-35020 PD"
"Mercedes-Benz
A 250
A 250 e phev Premium Night edition Plus auto",https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-phev-premium-night-edition-plus-auto-elettrica-benzina-nero-8d87f312-23a0-4e81-8672-8f4da95a7bd5,Mercedes-Benz,A 250,A 250 e phev  Premium Night edition Plus auto,,€ 35.990,36.000 km,Semiautomatico,12/2021,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-26100 Cremona"
"Mercedes-Benz
A 180
Classe A - W177 2018 Executive",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-executive-benzina-nero-a9186d95-eeae-4f26-b1a0-30bc15be9b11,Mercedes-Benz,A 180,Classe A - W177 2018 Executive,,€ 24.900,14.000 km,Manuale,10/2021,Benzina,100 kW (136 CV),"Privato,
IT-50136 FIRENZE"
"Mercedes-Benz
A 180
Business Extra auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-business-extra-auto-benzina-e8fbb6c9-c512-4939-bbd7-01d820aac495,Mercedes-Benz,A 180,Business Extra auto,,€ 24.500,55.000 km,Semiautomatico,12/2021,Benzina,100 kW (136 CV),"Privato,
IT-46011 Acquanegra sul Chiese"
"Mercedes-Benz
A 180
d Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-nero-0d491069-3ab2-4728-baeb-1de0d57205ee,Mercedes-Benz,A 180,d Premium auto,,€ 29.000,60.700 km,Semiautomatico,03/2019,Diesel,85 kW (116 CV),"Privato,
IT-36100 Vicenza"
"Mercedes-Benz
A 180
Classe A - W177 2018d Business auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018d-business-auto-diesel-nero-9e1805cc-4007-4e8e-b7a3-6f5ccdd7aae7,Mercedes-Benz,A 180,Classe A - W177 2018d Business auto,,€ 25.000,60.000 km,Semiautomatico,12/2019,Diesel,85 kW (116 CV),"Privato,
IT-41122 Modena"
"Mercedes-Benz
A 160
Classe A - W177 2018 Business Extra",https://www.autoscout24.it/annunci/mercedes-benz-a-160-classe-a-w177-2018-business-extra-benzina-nero-d5a9cac8-1518-4452-8e65-8afb40653bba,Mercedes-Benz,A 160,Classe A - W177 2018 Business Extra,,€ 25.500,40.000 km,Manuale,05/2022,Benzina,80 kW (109 CV),"Privato,
IT-35123 Padova"
"Mercedes-Benz
A 250",https://www.autoscout24.it/annunci/mercedes-benz-a-250-elettrica-benzina-bianco-0f835196-8c01-4b94-a958-2d2fb790d95f,Mercedes-Benz,A 250,,,€ 35.350,25.000 km,Semiautomatico,10/2023,Elettrica/Benzina,160 kW (218 CV),"Privato,
IT-40037 Sasso Marconi"
,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-premium-diesel-30d7a3ec-a5dd-49c9-811c-95821f1436d6,Mercedes-Benz,A 180,automatic PREMIUM,,€ 27.800,,,,,,"Privato,
IT-37126 Verona"
"Mercedes-Benz
A 180
Sport",https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-benzina-db0a1688-6c21-4997-abdf-0a2977983600,Mercedes-Benz,A 180,Sport,,€ 24.900,70.000 km,Automatico,08/2020,Benzina,100 kW (136 CV),"Privato,
IT-37134 verona"
"Mercedes-Benz
A 250
Classe A W177(eq-power) Premium Plus edition auto",https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a-w177-eq-power-premium-plus-edition-auto-elettrica-benzina-bianco-84407b5b-edf8-49c0-8354-b6023dc84850,Mercedes-Benz,A 250,Classe A W177(eq-power) Premium Plus edition auto,,€ 29.900,39.000 km,Automatico,05/2021,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-36071 Vicenza"
"Mercedes-Benz
A 35 AMG
4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-auto-benzina-d93da1de-9a29-4257-b4f9-1d951e15fc79,Mercedes-Benz,A 35 AMG,4matic auto,,€ 35.900,49.000 km,Semiautomatico,04/2020,Benzina,225 kW (306 CV),"Privato,
IT-55100 Lucca"
"Mercedes-Benz
A 180
d Business auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-f2fa12e2-3389-40e2-8a59-15bdc7d1f1c6,Mercedes-Benz,A 180,d Business auto,,€ 21.000,66.700 km,Semiautomatico,05/2019,Diesel,80 kW (109 CV),"Privato,
IT-40139 Bologna"
"Mercedes-Benz
A 35 AMG
Race Edition 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-78099d8c-01ad-46bd-a8d0-53e826b5c831,Mercedes-Benz,A 35 AMG,Race Edition 4matic auto,,€ 39.000,70.000 km,Semiautomatico,01/2020,Benzina,225 kW (306 CV),"Privato,
IT-40100 Bologna"
"Mercedes-Benz
A 180
Classe A 180 Business",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-180-business-benzina-grigio-0c8d0224-de46-4088-acd6-b8709ebc6b3f,Mercedes-Benz,A 180,Classe A 180 Business,,€ 23.500,70.000 km,Manuale,12/2022,Benzina,100 kW (136 CV),"Privato,
IT-41049 Sassuolo"
"Mercedes-Benz
A 180
Classe A - V177 2018d Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-v177-2018d-sport-auto-diesel-nero-c161bc48-b4c1-4c37-a690-71effe89bd4c,Mercedes-Benz,A 180,Classe A - V177 2018d Sport auto,,€ 23.500,60.312 km,Automatico,09/2020,Diesel,85 kW (116 CV),"Privato,
IT-35131 35131"
"Mercedes-Benz
A 180
d Business auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-46d0eca7-344e-4438-98c7-204b8db2cb26,Mercedes-Benz,A 180,d Business auto,,€ 23.000,70.000 km,Semiautomatico,12/2019,Diesel,85 kW (116 CV),"Privato,
IT-41019 Soliera"
"Mercedes-Benz
A 180
Classe A - W177 2018 d Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-nero-1baecddc-a46b-4178-ab68-94d4842e79b0,Mercedes-Benz,A 180,Classe A - W177 2018 d Sport auto,,€ 28.500,53.000 km,Semiautomatico,01/2021,Diesel,85 kW (116 CV),"Privato,
IT-50019 sesto fiorentino"
"Mercedes-Benz
A 200
Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-200-sport-auto-benzina-bianco-0bb398cb-326b-4401-9bfe-91d590804d52,Mercedes-Benz,A 200,Sport auto,,€ 24.000,50.600 km,Semiautomatico,03/2019,Benzina,120 kW (163 CV),"Privato,
IT-35031 Abano Terme"
"Mercedes-Benz
A 180
Classe A - W177 2018 d Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-bianco-cc45e30f-43b7-4792-bb80-b5f1b33dcdd4,Mercedes-Benz,A 180,Classe A - W177 2018 d Sport auto,,€ 30.000,31.000 km,Automatico,12/2021,Diesel,85 kW (116 CV),"Privato,
IT-42019 SCANDIANO"
"Mercedes-Benz
A 180
d Business auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-business-auto-diesel-711640b9-67fa-4ebf-8c0a-3c74704a4fb2,Mercedes-Benz,A 180,d Business auto,,€ 23.000,56.031 km,Semiautomatico,10/2019,Diesel,85 kW (116 CV),"Privato,
IT-50018 Scandicci"
"Mercedes-Benz
A 200
Classe A 200 d automatic sedan limousine",https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-200-d-automatic-sedan-limousine-diesel-67470630-1623-4c49-98c2-ac6847648437,Mercedes-Benz,A 200,Classe A 200 d automatic sedan limousine,,€ 37.000,63.000 km,Semiautomatico,11/2022,Diesel,110 kW (150 CV),"Privato,
IT-45011 Adria"
"Mercedes-Benz
A 180
d Progressive Advanced Plus auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-diesel-ebfd7669-d2b8-4450-8f80-8c5729afb481,Mercedes-Benz,A 180,d Progressive Advanced Plus auto,,€ 37.000,11.000 km,Semiautomatico,06/2024,Diesel,85 kW (116 CV),"Privato,
IT-42020 Albinea"
"Mercedes-Benz
A 180
Classe A - W177 2023 d AMG Line Advanced Plus auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2023-d-amg-line-advanced-plus-auto-diesel-nero-83336f13-cfa7-493f-b701-d735e932ebc3,Mercedes-Benz,A 180,Classe A - W177 2023 d AMG Line Advanced Plus auto,,€ 36.900,41.280 km,Automatico,06/2023,Diesel,85 kW (116 CV),"Privato,
IT-25015 Desenzano"
"Mercedes-Benz
A 180
Classe A - W177 2018 d Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-w177-2018-d-sport-auto-diesel-grigio-05408054-8c88-4818-a87e-b91153f7e810,Mercedes-Benz,A 180,Classe A - W177 2018 d Sport auto,,€ 29.500,70.000 km,Automatico,05/2021,Diesel,85 kW (116 CV),"Privato,
IT-54033 carrara"
"Mercedes-Benz
A 180
d Sport Light auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-light-auto-diesel-3208d832-8987-4782-9708-31c16229222a,Mercedes-Benz,A 180,d Sport Light auto,,€ 25.000,35.000 km,Semiautomatico,03/2020,Diesel,85 kW (116 CV),"Privato,
IT-48015 Cervia"
"Mercedes-Benz
A 250
Classe A - e phev (eq-power) Premium auto",https://www.autoscout24.it/annunci/mercedes-benz-a-250-classe-a-e-phev-eq-power-premium-auto-elettrica-benzina-grigio-f5398ed4-49ac-4b7a-9af3-bc3765feb22d,Mercedes-Benz,A 250,Classe A - e phev (eq-power) Premium auto,,€ 29.000,68.699 km,Automatico,11/2020,Elettrica/Benzina,118 kW (160 CV),"Privato,
IT-44039 Tresignana"
"Mercedes-Benz
A 180
d Sport Extra auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-extra-auto-diesel-d4526d82-6dd4-4643-b61f-197806c847e3,Mercedes-Benz,A 180,d Sport Extra auto,,€ 26.000,35.000 km,Semiautomatico,03/2020,Diesel,85 kW (116 CV),"Privato,
IT-48015 Cervia"
,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-sedan-diesel-0d303938-2cf1-4297-a792-7bb13d030ccd,Mercedes-Benz,A 180,sport Sedan,,€ 27.500,,,,,,"Privato,
IT-43123 Parma"
"Mercedes-Benz
A 35 AMG
4Matic Speedshift DCT 7G",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-speedshift-dct-7g-benzina-rosso-acb7dbf0-2d01-47fd-8843-9cf866ca36e4,Mercedes-Benz,A 35 AMG,4Matic Speedshift DCT 7G,,€ 35.900,69.000 km,Automatico,05/2019,Benzina,225 kW (306 CV),"Privato,
IT-37131 Verona"
"Mercedes-Benz
A 180
d Sport auto",https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-auto-diesel-2b0efab2-4a26-474a-b2a1-62addbc10370,Mercedes-Benz,A 180,d Sport auto,,€ 24.000,70.000 km,Semiautomatico,12/2019,Diesel,85 kW (116 CV),"Privato,
IT-43023 cadelbosco di sopra Reggio Emilia"
"Mercedes-Benz
A 35 AMG
Race Edition 4matic auto",https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-race-edition-4matic-auto-benzina-f6ab2d00-82bc-43aa-afc9-8139ffd33038,Mercedes-Benz,A 35 AMG,Race Edition 4matic auto,,€ 33.900,57.000 km,Semiautomatico,07/2019,Benzina,225 kW (306 CV),"Privato,
IT-50122 Firenze"
